20,1293900
40,5004506
60,11763156
80,7998655
100,10301156
200,29061210
400,474876737
600,1552845233
800,3623187630
1000,7173984010
1200,12347275517
1400,19847544777
1600,28785251079
1800,42119567491
2000,57545741828
